Index,QuestionId,QuestionTitle,Difficulty,TargetName,ModelLabel,Attempts,BestAttemptIndex,BestProvidedPassRate,BestGeneratedPassRate,BestCombinedPassRate,AverageCombinedPassRate,ProvidedSuccesses,CombinedSuccesses,OraclePassRate,GeneratedTests,DifficultyEstimate,FailureCategory,BenchmarkQualitySignal,EfficacyLabel,Suspicious,NeedsAudit,ProvidedPass@1,CombinedPass@1,ProvidedPass@2,CombinedPass@2
105,146637,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.8824,0.6667,0.85,0.55,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
106,146640,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.5312,0.0,0.4857,0.4857,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
107,146668,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.95,0.6667,0.913,0.913,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
108,146639,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,2,1.0,1.0,1.0,0.8611,1,1,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,0.5,0.5,1.0,1.0
109,146658,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.32,0.0,0.2857,0.2857,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
110,146655,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.9583,1.0,0.963,0.9445,0,0,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,0.0,0.0,0.0,0.0
111,146686,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,0.1875,0,unknown,benchmark_suspicion,misaligned_or_broken,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
112,146676,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
113,146691,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,2,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
114,146690,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4211,0.3333,0.4091,0.2954,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
115,146695,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
116,146693,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.8148,1.0,0.8333,0.8333,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
117,146696,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
118,146699,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.5238,0.6667,0.5417,0.5209,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
119,146701,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.303,0.6667,0.3333,0.1666,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
120,146708,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,1.0,1.0,1.0,0.9849,2,1,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,1.0,0.5,1.0,1.0
121,146709,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.55,0.0,0.4783,0.3478,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
122,146718,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
123,146719,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
124,146715,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1333,0.3333,0.1667,0.1111,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
125,146726,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1875,0.3333,0.2105,0.2105,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
126,146725,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1,0.0,0.087,0.087,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
127,146724,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1,0.0,0.0909,0.0606,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
128,146738,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
129,146739,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
130,146736,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
131,146743,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0417,0.0,0.037,0.037,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
132,146737,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,unknown,execution_failure,clean_evaluation,Inconclusive,False,False,0.0,0.0,0.0,0.0
133,146740,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.7143,0.3333,0.6667,0.6667,0,0,1.0,3,reasonable,logical_or_edge_failure,generated_tests_expose_weakness,High Efficacy,False,False,0.0,0.0,0.0,0.0
134,146733,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
135,146765,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.32,0.6667,0.3571,0.3571,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
136,146756,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
137,146753,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.2174,0.0,0.1923,0.1923,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
138,146751,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.9767,1.0,0.9783,0.9783,0,0,1.0,3,trivial,clean_pass,clean_evaluation,Low Efficacy,False,False,0.0,0.0,0.0,0.0
139,146760,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.7333,0.3333,0.697,0.3485,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
140,146764,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.4815,0.0,0.4483,0.431,0,0,1.0,2,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
141,146768,Graph-Specific Algorithms,hard,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,0.8667,1,unknown,benchmark_suspicion,misaligned_or_broken,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
142,146770,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
143,146786,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4375,0.0,0.3684,0.3684,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
144,146774,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.5926,0.3333,0.5667,0.4167,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
145,146781,Graph-Specific Algorithms,medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
146,146798,Graph-Specific Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.1,0.0,0.087,0.087,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
147,146804,"Math, Number Theory & Probability",medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
148,146800,"Math, Number Theory & Probability",medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.0,0.0,0.0,0.0,0,0,1.0,3,extreme,logical_or_test_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
149,146835,"Math, Number Theory & Probability",easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.4,0.0,0.3478,0.3478,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
150,146813,"Math, Number Theory & Probability",medium,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.35,0.0,0.3043,0.3043,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
151,146861,"Math, Number Theory & Probability",easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.05,0.0,0.0435,0.0217,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,Moderate Efficacy,False,False,0.0,0.0,0.0,0.0
152,146870,"Math, Number Theory & Probability",easy,openai-gpt-5-mini,openai:gpt-5-mini,2,2,0.35,0.0,0.3043,0.1522,0,0,1.0,3,reasonable,logical_or_edge_failure,ambiguous_or_brittle,High Efficacy,True,True,0.0,0.0,0.0,0.0
153,146878,"Math, Number Theory & Probability",easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.35,0.0,0.3043,0.3043,0,0,1.0,3,reasonable,logical_or_edge_failure,clean_evaluation,High Efficacy,False,False,0.0,0.0,0.0,0.0
154,146942,String & Text Algorithms,easy,openai-gpt-5-mini,openai:gpt-5-mini,2,1,0.7667,0.0,0.697,0.697,0,0,1.0,3,reasonable,benchmark_suspicion,public_private_divergence,Suspicious (Needs Audit),True,True,0.0,0.0,0.0,0.0
